Year;"NCM Code";"NCM Description";Country;State;"Economic Block";Via;URF;"US$ FOB";"Net Weight";Quantity
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";China;Paraná;"Asia (minus MIDDLE EAST)";MARITIMA;"0917800 - PORTO DE PARANAGUA";224;50;50
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;Amazonas;"European Union (EU)";MARITIMA;"0240152 - SANTANA";224;22;22
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;Amazonas;Europe;MARITIMA;"0240152 - SANTANA";224;22;22
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"São Paulo";"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"0812051 - SAO SEBASTIAO";223;33;33
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"São Paulo";"Asia (minus MIDDLE EAST)";MARITIMA;"0812051 - SAO SEBASTIAO";223;33;33
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bahrein;"São Paulo";"Middle East";MARITIMA;"0917800 - PORTO DE PARANAGUA";221;45;6
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";"Espírito Santo";"Asia (minus MIDDLE EAST)";"VIA NAO DECLARADA";"0710400 - CAMPOS DOS GOITACAZES";216;68;67
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bahrein;Bahia;"Middle East";MARITIMA;"0517800 - ALF - SALVADOR";214;22;48
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Netherlands;"Espírito Santo";"European Union (EU)";MARITIMA;"0727600 - PORTO DE VITORIA";207;45;48
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Netherlands;"Espírito Santo";Europe;MARITIMA;"0727600 - PORTO DE VITORIA";207;45;48
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Peru;"Rio Grande do Sul";"Andean Community";MARITIMA;"0817800 - PORTO DE SANTOS";204;36;30
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Peru;"Rio Grande do Sul";"South America";MARITIMA;"0817800 - PORTO DE SANTOS";204;36;30
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"Rio de Janeiro";"European Union (EU)";MARITIMA;"0717800 - PORTO DE ITAGUAI";202;35;36
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"Rio de Janeiro";Europe;MARITIMA;"0717800 - PORTO DE ITAGUAI";202;35;36
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Spain;Bahia;Europe;MARITIMA;"0517800 - ALF - SALVADOR";200;24;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Spain;Bahia;"European Union (EU)";MARITIMA;"0517800 - ALF - SALVADOR";200;24;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;Ceará;"Asia (minus MIDDLE EAST)";MARITIMA;"0317900 - ALF - FORTALEZA";197;46;46
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;Ceará;"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"0317900 - ALF - FORTALEZA";197;46;46
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bahamas;"Espírito Santo";"Central America and Caribbean";MARITIMA;"0727600 - PORTO DE VITORIA";193;40;54
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"São Paulo";"Asia (minus MIDDLE EAST)";"VIA NAO DECLARADA";"0320151 - IRF - PORTO DE SÃO LUÍS";190;54;54
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"São Paulo";"Association Of Southeast Asian Nations (ASEAN)";"VIA NAO DECLARADA";"0320151 - IRF - PORTO DE SÃO LUÍS";190;54;54
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";"Rio de Janeiro";"Asia (minus MIDDLE EAST)";MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";190;46;38
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;Pará;Europe;MARITIMA;"0217800 - ALF - BELÉM";189;24;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;Pará;"European Union (EU)";MARITIMA;"0217800 - ALF - BELÉM";189;24;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;Bahia;"Africa (minus MIDDLE EAST)";MARITIMA;"0517800 - ALF - SALVADOR";188;6;5
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bahamas;"Rio Grande do Sul";"Central America and Caribbean";MARITIMA;"1017700 - PORTO DE RIO GRANDE";186;41;54
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"Rio de Janeiro";Europe;MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";184;48;60
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";"Santa Catarina";Oceania;MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";181;46;96
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;Pará;"Central America and Caribbean";MARITIMA;"0217800 - ALF - BELÉM";179;31;31
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Antigua and Barbuda";"São Paulo";"Central America and Caribbean";MARITIMA;"0817800 - PORTO DE SANTOS";178;21;12
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bahamas;"São Paulo";"Central America and Caribbean";MARITIMA;"0817800 - PORTO DE SANTOS";176;24;46
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;"Santa Catarina";"Africa (minus MIDDLE EAST)";MARITIMA;"0917800 - PORTO DE PARANAGUA";175;65;65
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"Espírito Santo";"European Union (EU)";"VIA NAO DECLARADA";"0710400 - CAMPOS DOS GOITACAZES";173;35;41
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"Espírito Santo";Europe;"VIA NAO DECLARADA";"0710400 - CAMPOS DOS GOITACAZES";173;35;41
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"Rio de Janeiro";Europe;MARITIMA;"0717800 - PORTO DE ITAGUAI";171;1;45
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;"Espírito Santo";"European Union (EU)";MARITIMA;"0727600 - PORTO DE VITORIA";167;32;38
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;"Espírito Santo";Europe;MARITIMA;"0727600 - PORTO DE VITORIA";167;32;38
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";India;"Rio de Janeiro";"Asia (minus MIDDLE EAST)";MARITIMA;"0717800 - PORTO DE ITAGUAI";162;38;39
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";Pará;Oceania;"VIA NAO DECLARADA";"0210200 - SANTAREM";155;25;25
2019;22042910;"Wine in containers larger than 10 liters";Angola;Bahia;"Africa (minus MIDDLE EAST)";MARITIMA;"0517800 - ALF - SALVADOR";153;75;84
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";Paraná;Oceania;MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";152;33;33
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Japan;"Espírito Santo";"Asia (minus MIDDLE EAST)";MARITIMA;"0727600 - PORTO DE VITORIA";151;100;89
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"São Paulo";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";149;41;25
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";Paraná;"Asia (minus MIDDLE EAST)";MARITIMA;"0927502 - IRF - IMBITUBA";149;5;18
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Santa Catarina";"Asia (minus MIDDLE EAST)";MARITIMA;"0917800 - PORTO DE PARANAGUA";145;48;48
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Santa Catarina";"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"0917800 - PORTO DE PARANAGUA";145;48;48
2019;22042910;"Wine in containers larger than 10 liters";Malta;Ceará;"European Union (EU)";MARITIMA;"0317900 - ALF - FORTALEZA";144;9;9
2019;22042910;"Wine in containers larger than 10 liters";Malta;Ceará;Europe;MARITIMA;"0317900 - ALF - FORTALEZA";144;9;9
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Isle of Man";"São Paulo";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";139;18;18
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Isle of Man";"São Paulo";"European Union (EU)";MARITIMA;"0817800 - PORTO DE SANTOS";139;18;18
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"São Paulo";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";138;40;21
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"São Paulo";"European Union (EU)";MARITIMA;"0817800 - PORTO DE SANTOS";138;40;21
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;Pará;"Central America and Caribbean";"VIA NAO DECLARADA";"0210200 - SANTAREM";134;12;12
2019;22042910;"Wine in containers larger than 10 liters";Liberia;"São Paulo";"Africa (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";133;67;57
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Greece;Bahia;"European Union (EU)";MARITIMA;"0517800 - ALF - SALVADOR";130;43;48
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Greece;Bahia;Europe;MARITIMA;"0517800 - ALF - SALVADOR";130;43;48
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Antigua and Barbuda";"São Paulo";"Central America and Caribbean";"EM MAOS";"0817800 - PORTO DE SANTOS";130;28;10
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"São Paulo";"Central America and Caribbean";MARITIMA;"0440151 - MACEIO";129;24;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;"Santa Catarina";"European Union (EU)";MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";127;42;42
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;"Santa Catarina";Europe;MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";127;42;42
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;"São Paulo";"Africa (minus MIDDLE EAST)";MARITIMA;"0717800 - PORTO DE ITAGUAI";126;24;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;"Rio de Janeiro";"Africa (minus MIDDLE EAST)";"VIA NAO DECLARADA";"0710400 - CAMPOS DOS GOITACAZES";125;57;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Italy;"Rio Grande do Sul";"European Union (EU)";AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";125;14;14
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Italy;"Rio Grande do Sul";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";125;14;14
2019;22042910;"Wine in containers larger than 10 liters";"Marshall Islands";Paraná;Oceania;MARITIMA;"0917800 - PORTO DE PARANAGUA";124;79;33
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";"Santa Catarina";Oceania;MARITIMA;"0917800 - PORTO DE PARANAGUA";124;14;14
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";Ceará;Europe;MARITIMA;"0317900 - ALF - FORTALEZA";123;36;36
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";"Santa Catarina";Oceania;MARITIMA;"0927800 - ITAJAI";123;16;35
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Antigua and Barbuda";Bahia;"Central America and Caribbean";MARITIMA;"0517800 - ALF - SALVADOR";120;38;38
2019;22042910;"Wine in containers larger than 10 liters";Singapore;"São Paulo";"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"0817800 - PORTO DE SANTOS";119;43;47
2019;22042910;"Wine in containers larger than 10 liters";Singapore;"São Paulo";"Asia (minus MIDDLE EAST)";MARITIMA;"0817800 - PORTO DE SANTOS";119;43;47
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"Rio de Janeiro";"European Union (EU)";MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";118;18;18
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"Rio de Janeiro";Europe;MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";118;18;18
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"Santa Catarina";"Central America and Caribbean";MARITIMA;"0917800 - PORTO DE PARANAGUA";117;18;21
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;"São Paulo";"European Union (EU)";MARITIMA;"0817800 - PORTO DE SANTOS";117;12;9
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;"São Paulo";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";117;12;9
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;Bahia;Europe;MARITIMA;"0517800 - ALF - SALVADOR";116;41;37
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;Bahia;"European Union (EU)";MARITIMA;"0517800 - ALF - SALVADOR";116;41;37
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Greece;"Rio Grande do Sul";Europe;MARITIMA;"1017700 - PORTO DE RIO GRANDE";114;32;32
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Greece;"Rio Grande do Sul";"European Union (EU)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";114;32;32
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Belgium;"São Paulo";Europe;MARITIMA;"1017700 - PORTO DE RIO GRANDE";112;14;14
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Belgium;"São Paulo";"European Union (EU)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";112;14;14
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malaysia;Maranhão;"Asia (minus MIDDLE EAST)";"VIA NAO DECLARADA";"0320151 - IRF - PORTO DE SÃO LUÍS";110;48;48
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malaysia;Maranhão;"Association Of Southeast Asian Nations (ASEAN)";"VIA NAO DECLARADA";"0320151 - IRF - PORTO DE SÃO LUÍS";110;48;48
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Antigua and Barbuda";"Espírito Santo";"Central America and Caribbean";MARITIMA;"0727600 - PORTO DE VITORIA";110;24;30
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United States";"Rio Grande do Sul";"North America";AEREA;"0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS";107;44;44
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";Bahia;"Asia (minus MIDDLE EAST)";MARITIMA;"0517800 - ALF - SALVADOR";107;20;31
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"São Paulo";Europe;MARITIMA;"0812051 - SAO SEBASTIAO";104;42;48
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"São Paulo";"European Union (EU)";MARITIMA;"0812051 - SAO SEBASTIAO";104;42;48
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"São Paulo";Europe;"EM MAOS";"0817800 - PORTO DE SANTOS";104;17;19
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"São Paulo";"European Union (EU)";"EM MAOS";"0817800 - PORTO DE SANTOS";104;17;19
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"São Paulo";"European Union (EU)";"EM MAOS";"0817800 - PORTO DE SANTOS";103;26;26
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"São Paulo";Europe;"EM MAOS";"0817800 - PORTO DE SANTOS";103;26;26
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"New Zealand";"Rio Grande do Sul";Oceania;MARITIMA;"0927800 - ITAJAI";102;23;23
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Philippines;"Espírito Santo";"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"0727600 - PORTO DE VITORIA";101;88;88
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Philippines;"Espírito Santo";"Asia (minus MIDDLE EAST)";MARITIMA;"0727600 - PORTO DE VITORIA";101;88;88
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";Amazonas;Oceania;MARITIMA;"0227600 - PORTO DE MANAUS";100;9;9
2019;22042910;"Wine in containers larger than 10 liters";Cyprus;"São Paulo";"European Union (EU)";MARITIMA;"0817800 - PORTO DE SANTOS";99;40;38
2019;22042910;"Wine in containers larger than 10 liters";Cyprus;"São Paulo";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";99;40;38
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"Espírito Santo";"Central America and Caribbean";MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";96;72;72
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"South Korea";"Espírito Santo";"Asia (minus MIDDLE EAST)";"VIA NAO DECLARADA";"0710400 - CAMPOS DOS GOITACAZES";96;43;32
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Bahamas;"Santa Catarina";"Central America and Caribbean";MARITIMA;"0917800 - PORTO DE PARANAGUA";95;27;27
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Netherlands;"Santa Catarina";"European Union (EU)";MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";94;41;41
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Netherlands;"Santa Catarina";Europe;MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";94;41;41
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Norway;"São Paulo";Europe;MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";94;40;6
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Liberia;"Santa Catarina";"Africa (minus MIDDLE EAST)";MARITIMA;"0927800 - ITAJAI";94;34;34
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"South Africa";"Espírito Santo";"Africa (minus MIDDLE EAST)";"VIA NAO DECLARADA";"0710400 - CAMPOS DOS GOITACAZES";94;26;18
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Gibraltar;"São Paulo";Europe;"EM MAOS";"0817800 - PORTO DE SANTOS";94;22;22
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Japan;"Rio de Janeiro";"Asia (minus MIDDLE EAST)";MARITIMA;"0717800 - PORTO DE ITAGUAI";90;15;8
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"Rio Grande do Sul";"European Union (EU)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";89;28;30
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Cyprus;"Rio Grande do Sul";Europe;MARITIMA;"1017700 - PORTO DE RIO GRANDE";89;28;30
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;Paraná;"Central America and Caribbean";MARITIMA;"0817800 - PORTO DE SANTOS";88;12;14
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"United Kingdom";"Santa Catarina";Europe;AEREA;"0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS";88;3;4
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";"Santa Catarina";"Asia (minus MIDDLE EAST)";MARITIMA;"0927502 - IRF - IMBITUBA";87;14;43
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Norway;"Santa Catarina";Europe;MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";87;8;8
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Denmark;"São Paulo";"European Union (EU)";MARITIMA;"0917800 - PORTO DE PARANAGUA";86;17;18
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Denmark;"São Paulo";Europe;MARITIMA;"0917800 - PORTO DE PARANAGUA";86;17;18
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;Bahia;"European Union (EU)";MARITIMA;"0517800 - ALF - SALVADOR";85;106;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;Bahia;Europe;MARITIMA;"0517800 - ALF - SALVADOR";85;106;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;Maranhão;Europe;"VIA NAO DECLARADA";"0320151 - IRF - PORTO DE SÃO LUÍS";84;12;12
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Germany;Maranhão;"European Union (EU)";"VIA NAO DECLARADA";"0320151 - IRF - PORTO DE SÃO LUÍS";84;12;12
2019;22042910;"Wine in containers larger than 10 liters";Singapore;"São Paulo";"Asia (minus MIDDLE EAST)";"VIA NAO DECLARADA";"0320151 - IRF - PORTO DE SÃO LUÍS";81;8;8
2019;22042910;"Wine in containers larger than 10 liters";Singapore;"São Paulo";"Association Of Southeast Asian Nations (ASEAN)";"VIA NAO DECLARADA";"0320151 - IRF - PORTO DE SÃO LUÍS";81;8;8
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Antigua and Barbuda";Alagoas;"Central America and Caribbean";MARITIMA;"0417902 - IRF - PORTO DE SUAPE";79;0;10
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Switzerland;Bahia;Europe;MARITIMA;"0517800 - ALF - SALVADOR";78;24;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Cayman Islands";"São Paulo";"Central America and Caribbean";"EM MAOS";"0817800 - PORTO DE SANTOS";78;18;18
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";"São Paulo";Oceania;"MEIOS PROPRIOS";"0817800 - PORTO DE SANTOS";78;16;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Rio de Janeiro";"Association Of Southeast Asian Nations (ASEAN)";"VIA NAO DECLARADA";"0710400 - CAMPOS DOS GOITACAZES";78;9;17
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Rio de Janeiro";"Asia (minus MIDDLE EAST)";"VIA NAO DECLARADA";"0710400 - CAMPOS DOS GOITACAZES";78;9;17
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Japan;Bahia;"Asia (minus MIDDLE EAST)";MARITIMA;"0517800 - ALF - SALVADOR";76;20;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"South Korea";"Rio de Janeiro";"Asia (minus MIDDLE EAST)";MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";76;14;14
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;Pernambuco;"Asia (minus MIDDLE EAST)";MARITIMA;"0417900 - ALF - RECIFE";75;14;16
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;Pernambuco;"Association Of Southeast Asian Nations (ASEAN)";MARITIMA;"0417900 - ALF - RECIFE";75;14;16
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Marshall Islands";Bahia;Oceania;MARITIMA;"0517800 - ALF - SALVADOR";74;114;24
2019;22042910;"Wine in containers larger than 10 liters";Liberia;Paraná;"Africa (minus MIDDLE EAST)";MARITIMA;"0917800 - PORTO DE PARANAGUA";74;24;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"São Paulo";"Central America and Caribbean";"EM MAOS";"0812051 - SAO SEBASTIAO";70;18;18
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";"Hong Kong";"São Paulo";"Asia (minus MIDDLE EAST)";MARITIMA;"1017700 - PORTO DE RIO GRANDE";70;4;10
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Taiwan;Maranhão;"Asia (minus MIDDLE EAST)";"VIA NAO DECLARADA";"0320151 - IRF - PORTO DE SÃO LUÍS";67;12;12
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Santa Catarina";"Association Of Southeast Asian Nations (ASEAN)";DUTOS;"0927700 - PORTO DE SAO FRANCISCO DO SUL";66;8;8
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Singapore;"Santa Catarina";"Asia (minus MIDDLE EAST)";DUTOS;"0927700 - PORTO DE SAO FRANCISCO DO SUL";66;8;8
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;"Santa Catarina";"European Union (EU)";MARITIMA;"0927502 - IRF - IMBITUBA";66;6;6
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;"Santa Catarina";Europe;MARITIMA;"0927502 - IRF - IMBITUBA";66;6;6
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Turkey;"São Paulo";Europe;MARITIMA;"0817800 - PORTO DE SANTOS";63;56;16
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Panama;"Rio de Janeiro";"Central America and Caribbean";MARITIMA;"0817800 - PORTO DE SANTOS";60;11;9
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Turkey;Maranhão;Europe;"VIA NAO DECLARADA";"0320151 - IRF - PORTO DE SÃO LUÍS";60;8;8
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";France;Ceará;"European Union (EU)";MARITIMA;"0317900 - ALF - FORTALEZA";59;8;9
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";France;Ceará;Europe;MARITIMA;"0317900 - ALF - FORTALEZA";59;8;9
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Barbados;"Santa Catarina";"Central America and Caribbean";MARITIMA;"0917800 - PORTO DE PARANAGUA";59;6;6
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Greece;Alagoas;Europe;"MEIOS PROPRIOS";"0417902 - IRF - PORTO DE SUAPE";58;12;12
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Greece;Alagoas;"European Union (EU)";"MEIOS PROPRIOS";"0417902 - IRF - PORTO DE SUAPE";58;12;12
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Barbados;"Rio de Janeiro";"Central America and Caribbean";MARITIMA;"0717600 - PORTO DO RIO DE JANEIRO";57;9;9
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;Paraná;"European Union (EU)";MARITIMA;"0917800 - PORTO DE PARANAGUA";56;54;54
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Portugal;Paraná;Europe;MARITIMA;"0917800 - PORTO DE PARANAGUA";56;54;54
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"Santa Catarina";"European Union (EU)";MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";56;24;24
2019;22042100;"Other wine, grape must, fermen.alcohol containers<=2l";Malta;"Santa Catarina";Europe;MARITIMA;"0927700 - PORTO DE SAO FRANCISCO DO SUL";56;24;24
